GLIDE_number,Event,Country,Date,Event_Code,Country_Code,Glide_Serial,Comments
AC-2001-000312-IND,Tech. Disaster,India,2001-06-30,AC,IND,2001-000312,(Road)
AC-2001-000311-SDN,Tech. Disaster,Sudan,2001-07-01,AC,SDN,2001-000311,(Road)
AC-2001-000310-UKR,Tech. Disaster,Ukraine,2001-05-06,AC,UKR,2001-000310,{Coal mine} (Ind:Explosion)
FL-2001-000309-TUR,Flood,Turkey,2001-05-07,FL,TUR,2001-000309,(Flood)
FL-2001-000308-THA,Flood,Thailand,2001-05-04,FL,THA,2001-000308,(Flood)
FL-2001-000307-PRI,Flood,Puerto Rico,2001-05-06,FL,PRI,2001-000307,(Flood)
AC-2001-000306-NGA,Tech. Disaster,Nigeria,2001-06-29,AC,NGA,2001-000306,(Road)
FL-2001-000305-CHN,Flood,"China, People's Republic",2001-04-20,FL,CHN,2001-000305,(Flood)
AC-2001-000304-BGD,Tech. Disaster,Bangladesh,2001-04-29,AC,BGD,2001-000304,(Water)
WF-2001-000303-USA,Wild fire,United States,2001/4/0,WF,USA,2001-000303,(Forest)
AC-2001-000302-CHN,Tech. Disaster,"China, People's Republic",2001-04-22,AC,CHN,2001-000302,{Coal mine} (Ind:Explosion)
ST-2001-000301-AUS,SEVERE LOCAL STORM,Australia,2001-04-26,ST,AUS,2001-000301,(Storm)
AC-2001-000300-USA,Tech. Disaster,United States,2001-04-02,AC,USA,2001-000300,{Arctic Rose} (Water)
FL-2001-000299-CMR,Flood,Cameroon,2001-06-28,FL,CMR,2001-000299,(Flood)
SL-2001-000298-NPL,SLIDE (use LS/ AV/MS instead),Nepal,2001/6/0,SL,NPL,2001-000298,(Landslide)
VO-2001-000297-PHL,Volcano,Philippines,2001-05-24,VO,PHL,2001-000297,{Mt. Mayon} (Volcano)
AC-2001-000296-NGA,Tech. Disaster,Nigeria,2001-06-21,AC,NGA,2001-000296,(Road)
AC-2001-000295-EGY,Tech. Disaster,Egypt,2001-06-23,AC,EGY,2001-000295,{Usine de carrelage Al-Faraena} (Ind:Explosion)
EQ-2001-000294-PER,Earthquake,Peru,2001-06-23,EQ,PER,2001-000294,(Earthquake)
ST-2001-000293-TWN,SEVERE LOCAL STORM,Taiwan (China),2001-06-23,ST,TWN,2001-000293,{Chebi} (Typhoon)
ST-2001-000292-CHN,SEVERE LOCAL STORM,"China, People's Republic",2001-06-23,ST,CHN,2001-000292,{Chebi} (Typhoon)
AC-2001-000291-TZA,Tech. Disaster,Tanzania,2001-06-26,AC,TZA,2001-000291,(Road)
AC-2001-000290-SYR,Tech. Disaster,Syrian Arab Rep,2001-06-26,AC,SYR,2001-000290,(Road)
AC-2001-000289-IRN,Tech. Disaster,"Iran, Islamic Republic",2001-06-27,AC,IRN,2001-000289,(Road)
FL-2001-000288-ROM,Flood,Romania,2001-06-19,FL,ROM,2001-000288,(Flood)
AC-2001-000287-IND,Tech. Disaster,India,2001-06-22,AC,IND,2001-000287,(Rail)
DR-2001-000286-CHN,Drought,"China, People's Republic",2001/3/0,DR,CHN,2001-000286,(Drought)
ST-2001-000285-CHL,SEVERE LOCAL STORM,Chile,2001-05-29,ST,CHL,2001-000285,(Storm)
AC-2001-000284-NER,Tech. Disaster,Niger,2001-06-27,AC,NER,2001-000284,(Road)
EP-2001-000283-NPL,Epidemic,Nepal,2001/6/0,EP,NPL,2001-000283,{Acute diarrhoel syndrome} (Diarrhoeal/Enteric)
DR-2001-000282-ZWE,Drought,Zimbabwe,2001/2/0,DR,ZWE,2001-000282,(Drought)
FL-2001-000281-PAN,Flood,Panama,2001-05-02,FL,PAN,2001-000281,(Flood)
DR-2001-000280-PAK,Drought,Pakistan,2001/5/0,DR,PAK,2001-000280,(Drought)
DR-2001-000279-IND,Drought,India,2001/5/0,DR,IND,2001-000279,(Drought)
DR-2001-000278-AFG,Drought,Afghanistan,2001/5/0,DR,AFG,2001-000278,(Drought)
FL-2001-000277-UGA,Flood,Uganda,2001/5/0,FL,UGA,2001-000277,(Flood)
FL-2001-000276-NGA,Flood,Nigeria,2001/5/0,FL,NGA,2001-000276,(Flood)
DR-2001-000275-ERI,Drought,Eritrea,2001/5/0,DR,ERI,2001-000275,(Drought)
FL-2001-000274-WSM,Flood,Samoa,2001-04-15,FL,WSM,2001-000274,(Flood)
ST-2001-000273-BGD,SEVERE LOCAL STORM,Bangladesh,2001-04-28,ST,BGD,2001-000273,(Storm)
EP-2001-000272-GHA,Epidemic,Ghana,2001/1/0,EP,GHA,2001-000272,(Meningitis)
FL-2001-000271-PER,Flood,Peru,2001-04-25,FL,PER,2001-000271,(Flood)
ST-2001-000270-USA,SEVERE LOCAL STORM,United States,2001-04-21,ST,USA,2001-000270,(Tornado)
ST-2001-000269-USA,SEVERE LOCAL STORM,United States,2001-04-06,ST,USA,2001-000269,"A six-day period of storms, hail and tornadoes caused extensive damage to more than a dozen states in the Midwest and Ohio Valley."
FL-2001-000268-USA,Flood,United States,2001/4/0,FL,USA,2001-000268,(Flood)
ST-2001-000267-PAK,SEVERE LOCAL STORM,Pakistan,2001-03-28,ST,PAK,2001-000267,(Tornado)
ST-2001-000266-USA,SEVERE LOCAL STORM,United States,2001-03-20,ST,USA,2001-000266,(Storm)
DR-2001-000265-ETH,Drought,Ethiopia,2001/3/0,DR,ETH,2001-000265,(Drought)
ST-2001-000264-RUS,SEVERE LOCAL STORM,Russia,2001-03-03,ST,RUS,2001-000264,(Winter)
AC-2001-000263-MYS,Tech. Disaster,Malaysia,2001-03-06,AC,MYS,2001-000263,(Water)
FL-2001-000262-USA,Flood,United States,2001-02-27,FL,USA,2001-000262,(Flood)
DR-2001-000261-USA,Drought,United States,2001/3/0,DR,USA,2001-000261,(Drought)
AC-2001-000260-IRN,Tech. Disaster,"Iran, Islamic Republic",2001-06-15,AC,IRN,2001-000260,(Road)
AC-2001-000259-IND,Tech. Disaster,India,2001-06-17,AC,IND,2001-000259,(Road)
AC-2001-000258-NGA,Tech. Disaster,Nigeria,2001-06-16,AC,NGA,2001-000258,(Road)
ST-2001-000257-RUS,SEVERE LOCAL STORM,Russia,2001-05-15,ST,RUS,2001-000257,(Storm)
AC-2001-000256-SOM,Tech. Disaster,Somalia,2001-05-18,AC,SOM,2001-000256,(Water)
AC-2001-000255-SOM,Tech. Disaster,Somalia,2001-05-18,AC,SOM,2001-000255,{Truck} (Misc:Explosion)
VO-2001-000254-VUT,Volcano,Vanuatu,2001-06-08,VO,VUT,2001-000254,{Lopevi} (Volcano)
DR-2001-000253-UZB,Drought,Uzbekistan,2001/6/0,DR,UZB,2001-000253,(Drought)
FL-2001-000252-ECU,Flood,Ecuador,2001-06-08,FL,ECU,2001-000252,(Flood)
AC-2001-000251-VNM,Tech. Disaster,Viet Nam,2001-06-13,AC,VNM,2001-000251,(Road)
AC-2001-000250-IRN,Tech. Disaster,"Iran, Islamic Republic",2001-06-12,AC,IRN,2001-000250,(Road)
AC-2001-000249-MDG,Tech. Disaster,Madagascar,2001-06-11,AC,MDG,2001-000249,"{Bac ""Saifia""} (Water)"
AC-2001-000248-AGO,Tech. Disaster,Angola,2001-06-08,AC,AGO,2001-000248,(Misc:Explosion)
AC-2001-000247-CHN,Tech. Disaster,"China, People's Republic",2001-06-09,AC,CHN,2001-000247,(Road)
ST-2001-000246-YEM,SEVERE LOCAL STORM,Yemen,2001-06-09,ST,YEM,2001-000246,(Storm)
AC-2001-000245-IRN,Tech. Disaster,"Iran, Islamic Republic",2001-06-09,AC,IRN,2001-000245,{Helicopter} (Air)
FL-2001-000244-IND,Flood,India,2001/6/0,FL,IND,2001-000244,(Flood)
FL-2001-000243-IND,Flood,India,2001/6/0,FL,IND,2001-000243,(Flood)
ST-2001-000242-USA,SEVERE LOCAL STORM,United States,2001-06-08,ST,USA,2001-000242,{Allison} (Hurricane)
FL-2001-000241-CHN,Flood,"China, People's Republic",2001-06-02,FL,CHN,2001-000241,(Flood)
AC-2001-000240-ESP,Tech. Disaster,Spain,2001-05-31,AC,ESP,2001-000240,(Water)
AC-2001-000239-PAK,Tech. Disaster,Pakistan,2001-06-01,AC,PAK,2001-000239,(Road)
AC-2001-000238-CHN,Tech. Disaster,"China, People's Republic",2001-06-04,AC,CHN,2001-000238,{Children dormitory} (Misc:Fire)
AC-2001-000237-NGA,Tech. Disaster,Nigeria,2001-06-02,AC,NGA,2001-000237,(Water)
FL-2001-000236-URY,Flood,Uruguay,2001/6/0,FL,URY,2001-000236,(Flood)
AC-2001-000235-BGD,Tech. Disaster,Bangladesh,2001-06-01,AC,BGD,2001-000235,{Ferry} (Water)
AC-2001-000234-IDN,Tech. Disaster,Indonesia,2001-05-27,AC,IDN,2001-000234,{Ferry} (Water)
EQ-2001-000233-AFG,Earthquake,Afghanistan,2001-06-01,EQ,AFG,2001-000233,(Earthquake)
AC-2001-000232-NGA,Tech. Disaster,Nigeria,2001-06-01,AC,NGA,2001-000232,"{Petrolier ""Real Progress""} (Misc:Explosion)"
EP-2001-000231-ZAR,Epidemic,"Zaire/Congo, Dem Rep (PREVIOUS)",2001/5/0,EP,ZAR,2001-000231,{Acute watery diarrhoeal syndrome} (Diarrhoeal/Enteric)
AC-2001-000230-CHN,Tech. Disaster,"China, People's Republic",2001-04-09,AC,CHN,2001-000230,{Coal mine} (Ind:Explosion)
FL-2001-000229-FRA,Flood,France,2001-04-06,FL,FRA,2001-000229,(Flood)
AC-2001-000228-ISR,Tech. Disaster,Israel,2001-05-25,AC,ISR,2001-000228,{Building} (Misc:Collapse)
FL-2001-000227-RUS,Flood,Russia,2001/5/0,FL,RUS,2001-000227,(Flood)
AC-2001-000226-RUS,Tech. Disaster,Russia,2001-05-23,AC,RUS,2001-000226,(Rail)
AC-2001-000225-NGA,Tech. Disaster,Nigeria,2001-05-28,AC,NGA,2001-000225,(Road)
AC-2001-000224-IRN,Tech. Disaster,"Iran, Islamic Republic",2001-05-17,AC,IRN,2001-000224,{YAK-40} (Air)
ST-2001-000223-FJI,SEVERE LOCAL STORM,Fiji,2001-03-01,ST,FJI,2001-000223,{Paula} (Cyclone)
AC-2001-000222-EGY,Tech. Disaster,Egypt,2001-04-18,AC,EGY,2001-000222,(Misc:Fire)
AC-2001-000221-CHN,Tech. Disaster,"China, People's Republic",2001-03-17,AC,CHN,2001-000221,(Road)
AC-2001-000220-CHN,Tech. Disaster,"China, People's Republic",2001-03-18,AC,CHN,2001-000220,(Road)
DR-2001-000219-TCD,Drought,Chad,2001/4/0,DR,TCD,2001-000219,(Drought)
DR-2001-000218-CHN,Drought,"China, People's Republic",2001/5/0,DR,CHN,2001-000218,(Drought)
SL-2001-000217-CHN,SLIDE (use LS/ AV/MS instead),"China, People's Republic",2001-05-01,SL,CHN,2001-000217,(Landslide)
AC-2001-000216-CHN,Tech. Disaster,"China, People's Republic",2001-05-15,AC,CHN,2001-000216,{Coal mine} (Ind:Explosion)
AC-2001-000215-CHN,Tech. Disaster,"China, People's Republic",2001-05-20,AC,CHN,2001-000215,{Coal mine} (Ind:Explosion)
EQ-2001-000214-CHN,Earthquake,"China, People's Republic",2001-05-23,EQ,CHN,2001-000214,(Earthquake)
FL-2001-000213-BRA,Flood,Brazil,2001-04-24,FL,BRA,2001-000213,(Flood)
AC-2001-000212-BEN,Tech. Disaster,Benin,2001-05-09,AC,BEN,2001-000212,(Water)
AC-2001-000211-TWN,Tech. Disaster,Taiwan (China),2001-05-18,AC,TWN,2001-000211,{Chemical factory} (Ind:Explosion)
DR-2001-000210-TJK,Drought,Tajikistan,2001/5/0,DR,TJK,2001-000210,(Drought)
FL-2001-000209-ZAR,Flood,"Zaire/Congo, Dem Rep (PREVIOUS)",2001-05-18,FL,ZAR,2001-000209,(Flood)
AC-2001-000208-YEM,Tech. Disaster,Yemen,2001-05-19,AC,YEM,2001-000208,{Arms market} (Misc:Explosion)
FL-2001-000207-HTI,Flood,Haiti,2001-05-15,FL,HTI,2001-000207,(Flood)
AC-2001-000206-TUR,Tech. Disaster,Turkey,2001-05-16,AC,TUR,2001-000206,{Casa} (Air)
AC-2001-000205-NGA,Tech. Disaster,Nigeria,2001-05-15,AC,NGA,2001-000205,(Road)
AC-2001-000204-IRN,Tech. Disaster,"Iran, Islamic Republic",2001-05-16,AC,IRN,2001-000204,(Road)
EP-2001-000203-CAN,Epidemic,Canada,2001/4/0,EP,CAN,2001-000203,{Cryptosporidiosis} (Unknown)
ST-2001-000202-BGD,SEVERE LOCAL STORM,Bangladesh,2001-04-01,ST,BGD,2001-000202,(Storm)
EP-2001-000201-NGA,Epidemic,Nigeria,2001/1/0,EP,NGA,2001-000201,(Measles)
AC-2001-000200-GHA,Tech. Disaster,Ghana,2001-04-21,AC,GHA,2001-000200,(Water)
AC-2001-000199-CHN,Tech. Disaster,"China, People's Republic",2001-05-12,AC,CHN,2001-000199,{Wall} (Misc:Collapse)
ST-2001-000198-BGD,SEVERE LOCAL STORM,Bangladesh,2001-05-11,ST,BGD,2001-000198,(Storm)
AC-2001-000197-MDG,Tech. Disaster,Madagascar,2001-05-10,AC,MDG,2001-000197,"{Boat ""Samsonnette""} (Water)"
AC-2001-000196-CHN,Tech. Disaster,"China, People's Republic",2001-05-08,AC,CHN,2001-000196,{Mine} (Ind:Explosion)
AC-2001-000195-USA,Tech. Disaster,United States,2001-03-29,AC,USA,2001-000195,{Gulfstream III} (Air)
ST-2001-000194-USA,SEVERE LOCAL STORM,United States,2001-03-29,ST,USA,2001-000194,(Tornado)
FL-2001-000193-FRA,Flood,France,2001-03-20,FL,FRA,2001-000193,(Flood)
AC-2001-000192-GHA,Tech. Disaster,Ghana,2001-05-09,AC,GHA,2001-000192,(Misc:Other)
AC-2001-000191-CHN,Tech. Disaster,"China, People's Republic",2001-03-16,AC,CHN,2001-000191,{Textile factory} (Ind:Explosion)
AC-2001-000190-CHN,Tech. Disaster,"China, People's Republic",2001-03-14,AC,CHN,2001-000190,{Coal mine} (Ind:Explosion)
AC-2001-000189-ZAR,Tech. Disaster,"Zaire/Congo, Dem Rep (PREVIOUS)",2001-03-10,AC,ZAR,2001-000189,{Ore mine} (Ind:Collapse)
FL-2001-000188-TUR,Flood,Turkey,2001-03-09,FL,TUR,2001-000188,(Flood)
FL-2001-000187-THA,Flood,Thailand,2001-03-11,FL,THA,2001-000187,(Flood)
FL-2001-000186-ECU,Flood,Ecuador,2001-03-08,FL,ECU,2001-000186,(Flood)
AC-2001-000185-ZAF,Tech. Disaster,South Africa,2001-05-08,AC,ZAF,2001-000185,"{Mine ""Beatrix""} (Ind:Explosion)"
AC-2001-000184-CHN,Tech. Disaster,"China, People's Republic",2001-05-08,AC,CHN,2001-000184,"{Coal mine ""Lanshan n?1""} (Ind:Explosion)"
EP-2001-000183-NAM,Epidemic,Namibia,2001/1/0,EP,NAM,2001-000183,(Malaria)
AC-2001-000182-JPN,Tech. Disaster,Japan,2001-05-05,AC,JPN,2001-000182,"{Society ""Kikuchi Gumi""} (Misc:Fire)"
AC-2001-000181-IDN,Tech. Disaster,Indonesia,2001-05-06,AC,IDN,2001-000181,(Road)
FL-2001-000180-IRN,Flood,"Iran, Islamic Republic",2001-05-06,FL,IRN,2001-000180,(Flood)
AC-2001-000179-IRN,Tech. Disaster,"Iran, Islamic Republic",2001-05-06,AC,IRN,2001-000179,"{Football stadium ""Mottaghi""} (Misc:Collapse)"
DR-2001-000178-BFA,Drought,Burkina Faso,2001/4/0,DR,BFA,2001-000178,(Drought)
AC-2001-000177-ZAR,Tech. Disaster,"Zaire/Congo, Dem Rep (PREVIOUS)",2001-05-03,AC,ZAR,2001-000177,(Water)
FL-2001-000176-THA,Flood,Thailand,2001-05-04,FL,THA,2001-000176,(Flood)
AC-2001-000175-MAR,Tech. Disaster,Morocco,2001-05-02,AC,MAR,2001-000175,(Water)
AC-2001-000174-PAK,Tech. Disaster,Pakistan,2001-04-26,AC,PAK,2001-000174,(Road)
AC-2001-000173-NER,Tech. Disaster,Niger,2001-04-25,AC,NER,2001-000173,(Road)
AC-2001-000172-NGA,Tech. Disaster,Nigeria,2001-04-28,AC,NGA,2001-000172,(Road)
AC-2001-000171-IDN,Tech. Disaster,Indonesia,2001-04-23,AC,IDN,2001-000171,{Navire} (Water)
AC-2001-000170-HTI,Tech. Disaster,Haiti,2001-03-03,AC,HTI,2001-000170,"{Boat ""Avenir Dolores n?456""} (Water)"
AC-2001-000169-ARG,Tech. Disaster,Argentina,2001-04-28,AC,ARG,2001-000169,{Cessna 208 Caravan} (Air)
AC-2001-000168-COL,Tech. Disaster,Colombia,2001-04-26,AC,COL,2001-000168,"{Coal mine ""Cana Brava""} (Ind:Explosion)"
AC-2001-000167-GIN,Tech. Disaster,Guinea,2001-04-23,AC,GIN,2001-000167,(Road)
AC-2001-000166-CHN,Tech. Disaster,"China, People's Republic",2001-04-19,AC,CHN,2001-000166,(Road)
AC-2001-000165-CHN,Tech. Disaster,"China, People's Republic",2001-04-18,AC,CHN,2001-000165,"{Cargo ""Sitong 888"" and Cargo ""Tongning n?3""} (Water)"
AC-2001-000164-CHN,Tech. Disaster,"China, People's Republic",2001-04-10,AC,CHN,2001-000164,(Road)
EP-2001-000163-TGO,Epidemic,Togo,2001-01-01,EP,TGO,2001-000163,{Meningococcal disease} (Meningitis)
AC-2001-000162-ZAF,Tech. Disaster,South Africa,2001-04-15,AC,ZAF,2001-000162,(Road)
AC-2001-000161-EGY,Tech. Disaster,Egypt,2001-04-14,AC,EGY,2001-000161,(Road)
AC-2001-000160-TCD,Tech. Disaster,Chad,2001-04-12,AC,TCD,2001-000160,(Road)
AC-2001-000159-MRT,Tech. Disaster,Mauritania,2001-04-12,AC,MRT,2001-000159,(Water)
AC-2001-000158-GLP,Tech. Disaster,Guadeloupe,2001-03-24,AC,GLP,2001-000158,{Twin Otter DHC6} (Air)
DR-2001-000157-NER,Drought,Niger,2001/4/0,DR,NER,2001-000157,(Drought)
FL-2001-000156-COL,Flood,Colombia,2001-04-09,FL,COL,2001-000156,(Flood)
ST-2001-000155-MNG,SEVERE LOCAL STORM,Mongolia,2001-04-07,ST,MNG,2001-000155,(Winter)
DR-2001-000154-KEN,Drought,Kenya,2001/4/0,DR,KEN,2001-000154,(Drought)
DR-2001-000153-CUB,Drought,Cuba,2001/4/0,DR,CUB,2001-000153,(Drought)
DR-2001-000152-AGO,Drought,Angola,2001/2/0,DR,AGO,2001-000152,(Drought)
EQ-2001-000151-CHN,Earthquake,"China, People's Republic",2001-04-12,EQ,CHN,2001-000151,(Earthquake)
AC-2001-000150-VNM,Tech. Disaster,Viet Nam,2001-04-13,AC,VNM,2001-000150,(Water)
DR-2001-000149-CHN,Drought,"China, People's Republic",2001/4/0,DR,CHN,2001-000149,(Drought)
AC-2001-000148-NGA,Tech. Disaster,Nigeria,2001-04-12,AC,NGA,2001-000148,(Water)
ST-2001-000147-ARG,SEVERE LOCAL STORM,Argentina,2001-04-10,ST,ARG,2001-000147,(Storm)
FL-2001-000146-AGO,Flood,Angola,2001/4/0,FL,AGO,2001-000146,(Flood)
ST-2001-000145-USA,SEVERE LOCAL STORM,United States,2001-04-10,ST,USA,2001-000145,(Tornado)
AC-2001-000144-ZAF,Tech. Disaster,South Africa,2001-04-11,AC,ZAF,2001-000144,{Football stadium} (Misc:Other)
ST-2001-000143-VUT,SEVERE LOCAL STORM,Vanuatu,2001-04-07,ST,VUT,2001-000143,{Sose} (Cyclone)
AC-2001-000142-GIN,Tech. Disaster,Guinea,2001-03-25,AC,GIN,2001-000142,(Water)
EP-2001-000141-NGA,Epidemic,Nigeria,2001/3/0,EP,NGA,2001-000141,{Acute Neurological Syndrome} (Meningitis)
AC-2001-000140-SDN,Tech. Disaster,Sudan,2001-04-04,AC,SDN,2001-000140,(Air)
AC-2001-000139-VNM,Tech. Disaster,Viet Nam,2001-04-07,AC,VNM,2001-000139,{Helicopter Mi-17} (Air)
AC-2001-000138-ZAF,Tech. Disaster,South Africa,2001-04-11,AC,ZAF,2001-000138,(Road)
AC-2001-000137-JPN,Tech. Disaster,Japan,2001-04-11,AC,JPN,2001-000137,"{Cargo ""Hanghae Sanyo""} (Water)"
AC-2001-000136-TZA,Tech. Disaster,Tanzania,2001-04-07,AC,TZA,2001-000136,(Road)
AC-2001-000135-ZMB,Tech. Disaster,Zambia,2001-04-08,AC,ZMB,2001-000135,{Mine de cuivre} (Ind:Collapse)
AC-2001-000134-CHN,Tech. Disaster,"China, People's Republic",2001-03-07,AC,CHN,2001-000134,{School} (Misc:Collapse)
AC-2001-000133-PER,Tech. Disaster,Peru,2001-04-01,AC,PER,2001-000133,(Road)
AC-2001-000132-KEN,Tech. Disaster,Kenya,2001-04-01,AC,KEN,2001-000132,(Road)
FL-2001-000131-GBR,Flood,United Kingdom,2001-02-09,FL,GBR,2001-000131,(Flood)
FL-2001-000130-AUS,Flood,Australia,2001-03-09,FL,AUS,2001-000130,(Flood)
AC-2001-000129-ANT,Tech. Disaster,Netherlands Antilles,2001-03-14,AC,ANT,2001-000129,"{Boat ""Esperanza""} (Water)"
AC-2001-000128-PRT,Tech. Disaster,Portugal,2001-03-24,AC,PRT,2001-000128,(Road)
EP-2001-000127-ZAR,Epidemic,"Zaire/Congo, Dem Rep (PREVIOUS)",2001/2/0,EP,ZAR,2001-000127,{Cholera} (Diarrhoeal/Enteric)
EP-2001-000126-NER,Epidemic,Niger,2001/1/0,EP,NER,2001-000126,{Meningococcal disease} (Meningitis)
EP-2001-000125-SAU,Epidemic,Saudi Arabia,2001-02-09,EP,SAU,2001-000125,{Meningococcal disease} (Meningitis)
AC-2001-000124-KEN,Tech. Disaster,Kenya,2001-03-25,AC,KEN,2001-000124,{Dormitory} (Misc:Fire)
EQ-2001-000123-JPN,Earthquake,Japan,2001-03-24,EQ,JPN,2001-000123,(Earthquake)
DR-2001-000122-ZMB,Drought,Zambia,2001/3/0,DR,ZMB,2001-000122,(Drought)
FL-2001-000121-ARG,Flood,Argentina,2001-03-21,FL,ARG,2001-000121,(Flood)
EP-2001-000120-CAF,Epidemic,Central African Republic,2001/2/0,EP,CAF,2001-000120,{Meningococcal disease} (Meningitis)
AC-2001-000119-BRA,Tech. Disaster,Brazil,2001-03-21,AC,BRA,2001-000119,(Road)
AC-2001-000118-GTM,Tech. Disaster,Guatemala,2001-03-20,AC,GTM,2001-000118,(Road)
FL-2001-000117-PER,Flood,Peru,2001/3/0,FL,PER,2001-000117,(Flood)
AC-2001-000116-GIN,Tech. Disaster,Guinea,2001-03-09,AC,GIN,2001-000116,{Poudri?re} (Misc:Explosion)
AC-2001-000115-PHL,Tech. Disaster,Philippines,2001-03-19,AC,PHL,2001-000115,(Road)
AC-2001-000114-GIN,Tech. Disaster,Guinea,2001-03-03,AC,GIN,2001-000114,(Road)
AC-2001-000113-AGO,Tech. Disaster,Angola,2001-03-17,AC,AGO,2001-000113,(Air)
AC-2001-000112-SEN,Tech. Disaster,Senegal,2001-03-16,AC,SEN,2001-000112,(Road)
AC-2001-000111-SDN,Tech. Disaster,Sudan,2001-03-17,AC,SDN,2001-000111,(Road)
AC-2001-000110-BRA,Tech. Disaster,Brazil,2001-03-15,AC,BRA,2001-000110,{Plate-forme Petrobas} (Ind:Explosion)
FL-2001-000109-TZA,Flood,Tanzania,2001-02-26,FL,TZA,2001-000109,(Flood)
EP-2001-000108-MWI,Epidemic,Malawi,2001/3/0,EP,MWI,2001-000108,{Cholera} (Diarrhoeal/Enteric)
ST-2001-000107-GEO,SEVERE LOCAL STORM,Georgia,2001/2/0,ST,GEO,2001-000107,(Winter)
ST-2001-000106-USA,SEVERE LOCAL STORM,United States,2001-02-22,ST,USA,2001-000106,(Winter)
AC-2001-000105-MMR,Tech. Disaster,Myanmar,2001-02-20,AC,MMR,2001-000105,{Helicopter Mi-17} (Air)
ST-2001-000104-SYR,SEVERE LOCAL STORM,Syrian Arab Rep,2001-02-21,ST,SYR,2001-000104,(Storm)
FL-2001-000103-AUS,Flood,Australia,2001-02-20,FL,AUS,2001-000103,(Flood)
ST-2001-000102-USA,SEVERE LOCAL STORM,United States,2001-02-24,ST,USA,2001-000102,(Tornado)
AC-2001-000101-GBR,Tech. Disaster,United Kingdom,2001-02-28,AC,GBR,2001-000101,(Rail)
AC-2001-000100-USA,Tech. Disaster,United States,2001-03-03,AC,USA,2001-000100,(Air)
EQ-2001-000099-USA,Earthquake,United States,2001-02-28,EQ,USA,2001-000099,(Earthquake)
AC-2001-000098-IND,Tech. Disaster,India,2001-03-11,AC,IND,2001-000098,(Road)
ST-2001-000097-CAF,SEVERE LOCAL STORM,Central African Republic,2001/3/0,ST,CAF,2001-000097,(Storm)
FL-2001-000096-UKR,Flood,Ukraine,2001-03-05,FL,UKR,2001-000096,(Flood)
FL-2001-000095-HUN,Flood,Hungary,2001-03-06,FL,HUN,2001-000095,(Flood)
AC-2001-000094-ETH,Tech. Disaster,Ethiopia,2001-03-10,AC,ETH,2001-000094,(Road)
ST-2001-000093-VUT,SEVERE LOCAL STORM,Vanuatu,2001-02-28,ST,VUT,2001-000093,{Paula} (Cyclone)
EP-2001-000092-NGA,Epidemic,Nigeria,2001/2/0,EP,NGA,2001-000092,{Unknown} (Unknown)
FL-2001-000091-ZMB,Flood,Zambia,2001/2/0,FL,ZMB,2001-000091,(Flood)
AC-2001-000090-NGA,Tech. Disaster,Nigeria,2001-03-05,AC,NGA,2001-000090,{Dormitory} (Misc:Fire)
AC-2001-000089-SUR,Tech. Disaster,Suriname,2001-02-10,AC,SUR,2001-000089,{Nomad aircraft} (Air)
AC-2001-000088-IND,Tech. Disaster,India,2001-02-02,AC,IND,2001-000088,{Coal mine} (Ind:Other)
FL-2001-000087-AUS,Flood,Australia,2001-02-01,FL,AUS,2001-000087,(Flood)
EQ-2001-000086-AFG,Earthquake,Afghanistan,2001-02-25,EQ,AFG,2001-000086,(Earthquake)
ST-2001-000085-JPN,SEVERE LOCAL STORM,Japan,2001-01-20,ST,JPN,2001-000085,(Winter)
AC-2001-000084-THA,Tech. Disaster,Thailand,2001-03-06,AC,THA,2001-000084,(Road)
AC-2001-000083-SAU,Tech. Disaster,Saudi Arabia,2001-03-05,AC,SAU,2001-000083,(Misc:Other)
FL-2001-000082-ZWE,Flood,Zimbabwe,2001/2/0,FL,ZWE,2001-000082,(Flood)
AC-2001-000081-ESP,Tech. Disaster,Spain,2001-02-27,AC,ESP,2001-000081,"{Cargo ""Kristal""} (Water)"
AC-2001-000080-GIN,Tech. Disaster,Guinea,2001-03-04,AC,GIN,2001-000080,(Road)
FL-2001-000079-ROM,Flood,Romania,2001-03-05,FL,ROM,2001-000079,(Flood)
AC-2001-000078-PRT,Tech. Disaster,Portugal,2001-03-04,AC,PRT,2001-000078,{Bridge} (Misc:Collapse)
AC-2001-000077-NGA,Tech. Disaster,Nigeria,2001-02-22,AC,NGA,2001-000077,(Water)
AC-2001-000076-NGA,Tech. Disaster,Nigeria,2001-02-26,AC,NGA,2001-000076,(Road)
AC-2001-000075-NGA,Tech. Disaster,Nigeria,2001-02-24,AC,NGA,2001-000075,(Road)
AC-2001-000074-NGA,Tech. Disaster,Nigeria,2001-02-25,AC,NGA,2001-000074,(Road)
AC-2001-000073-NGA,Tech. Disaster,Nigeria,2001/2/0,AC,NGA,2001-000073,(Road)
AC-2001-000072-NGA,Tech. Disaster,Nigeria,2001-03-01,AC,NGA,2001-000072,(Road)
AC-2001-000071-GNQ,Tech. Disaster,Equatorial Guinea,2001-02-22,AC,GNQ,2001-000071,{Houses} (Misc:Fire)
AC-2001-000070-GTM,Tech. Disaster,Guatemala,2001-02-10,AC,GTM,2001-000070,(Road)
AC-2001-000069-GTM,Tech. Disaster,Guatemala,2001-02-27,AC,GTM,2001-000069,(Road)
